Postal code,date,n_daily_data_points,dayOfWeek,day_type,BlueCars_taken_sum,BlueCars_returned_sum,Utilib_taken_sum,Utilib_returned_sum,Utilib_14_taken_sum,Utilib_14_returned_sum,Slots_freed_sum,Slots_taken_sum
75003,3/29/2018,1440,3,weekday,213,214,5,5,9,9,61,60
75003,3/30/2018,1434,4,weekday,200,206,5,5,5,7,40,43
75003,3/31/2018,1440,5,weekend,311,322,19,20,26,24,76,74
75003,4/1/2018,1440,6,weekend,284,283,17,16,16,17,72,75
75003,4/2/2018,1439,0,weekday,255,271,7,7,19,22,54,57
75003,4/3/2018,1440,1,weekday,203,199,9,9,17,14,51,50
75003,4/4/2018,1440,2,weekday,237,212,5,5,16,15,77,75
75003,4/5/2018,1440,3,weekday,209,214,8,8,8,9,69,69
75003,4/6/2018,1364,4,weekday,215,218,4,4,19,20,71,71
75003,4/7/2018,1318,5,weekend,323,328,4,4,28,29,84,89
75003,4/8/2018,1440,6,weekend,256,267,8,8,13,12,57,59
75003,4/9/2018,1440,0,weekday,202,205,4,4,10,10,52,52
75003,4/10/2018,1440,1,weekday,204,196,3,3,9,9,58,57
75003,4/11/2018,1439,2,weekday,193,187,2,2,13,14,69,68
75003,4/12/2018,1440,3,weekday,208,205,7,7,20,19,62,58
75003,4/13/2018,1439,4,weekday,214,231,6,7,15,15,45,52
75003,4/14/2018,1440,5,weekend,382,377,19,19,13,13,82,81
75003,4/15/2018,1439,6,weekend,315,311,8,7,15,15,68,67
75003,4/16/2018,1440,0,weekday,175,182,2,2,16,19,47,46
75003,4/17/2018,1440,1,weekday,193,178,11,11,21,18,52,49
75003,4/18/2018,1377,2,weekday,161,164,6,6,18,17,44,43
75003,4/19/2018,1203,3,weekday,182,175,6,5,10,10,44,47
75003,4/20/2018,1417,4,weekday,224,218,6,6,16,15,50,51
75003,4/21/2018,1440,5,weekend,310,322,7,8,17,17,78,77
75003,4/22/2018,1440,6,weekend,265,281,5,4,11,13,70,78
75003,4/23/2018,1417,0,weekday,184,174,4,4,12,12,29,26
75003,4/24/2018,1439,1,weekday,212,195,12,13,12,13,55,49
75003,4/25/2018,1440,2,weekday,176,174,4,3,23,20,61,60
75003,4/26/2018,1440,3,weekday,207,207,6,6,20,21,64,68
75003,4/27/2018,1440,4,weekday,200,199,4,4,11,10,54,52
75003,4/28/2018,1440,5,weekend,333,339,6,6,8,8,73,73
75003,4/29/2018,1440,6,weekend,277,305,5,6,16,16,53,59
75003,4/30/2018,1440,0,weekday,237,220,11,11,13,16,71,68
75003,5/1/2018,1440,1,weekday,216,216,5,6,13,13,49,49
75003,5/2/2018,1440,2,weekday,237,247,4,4,18,15,66,70
75003,5/3/2018,1439,3,weekday,276,258,5,3,10,11,64,61
75003,5/4/2018,1435,4,weekday,221,219,10,10,23,22,60,64
75003,5/5/2018,1440,5,weekend,196,192,7,7,16,16,52,43
75003,5/6/2018,1439,6,weekend,259,284,9,10,23,24,76,79
75003,5/7/2018,1437,0,weekday,212,222,5,4,11,11,65,70
75003,5/8/2018,1425,1,weekday,260,253,1,2,11,10,64,60
75003,5/20/2018,1440,6,weekend,165,157,2,3,8,10,52,55
75003,5/21/2018,1440,0,weekday,250,238,7,5,18,16,61,59
75003,5/22/2018,1438,1,weekday,177,174,11,12,16,17,54,50
75003,5/23/2018,1174,2,weekday,176,173,4,3,15,15,46,43
75003,5/24/2018,1436,3,weekday,188,177,2,2,20,19,65,64
75003,5/25/2018,1440,4,weekday,211,214,1,1,15,15,63,69
75003,5/26/2018,1440,5,weekend,276,277,7,7,9,9,87,81
75003,5/27/2018,1440,6,weekend,297,326,4,4,21,25,67,73
75003,5/28/2018,1440,0,weekday,258,235,7,7,30,27,56,49
75003,5/29/2018,1439,1,weekday,220,214,10,10,17,16,53,56
75003,5/30/2018,1440,2,weekday,181,178,3,3,4,4,51,49
75003,5/31/2018,1411,3,weekday,192,190,3,3,10,10,67,67
75003,6/1/2018,1440,4,weekday,270,275,7,7,15,15,76,76
75003,6/2/2018,1440,5,weekend,326,330,13,13,18,21,97,97
75003,6/3/2018,1440,6,weekend,283,318,18,20,22,22,81,89
75003,6/4/2018,1440,0,weekday,241,216,4,2,18,15,46,42
75003,6/5/2018,1439,1,weekday,235,228,3,5,9,10,51,52
75003,6/6/2018,1440,2,weekday,220,214,5,3,19,19,59,58
75003,6/7/2018,1439,3,weekday,213,207,5,5,14,13,47,43
75003,6/8/2018,1438,4,weekday,240,250,5,5,15,15,55,57
75003,6/9/2018,1440,5,weekend,349,342,11,11,29,29,74,74
75003,6/10/2018,1440,6,weekend,305,328,7,9,20,20,53,58
75003,6/11/2018,1440,0,weekday,226,211,10,9,21,23,54,52
75003,6/12/2018,1439,1,weekday,209,202,5,4,18,16,48,46
75003,6/13/2018,1440,2,weekday,173,174,10,11,6,8,48,49
75003,6/14/2018,1439,3,weekday,223,218,13,12,23,21,39,37
75003,6/15/2018,1440,4,weekday,220,224,7,7,21,21,56,55
75003,6/16/2018,1440,5,weekend,290,304,13,14,10,11,56,58
75003,6/17/2018,1440,6,weekend,275,283,14,13,15,14,51,55
75003,6/18/2018,1440,0,weekday,182,170,6,7,10,11,30,30
75003,6/19/2018,1370,1,weekday,25,21,1,0,2,1,2,1
75004,1/1/2018,1440,0,weekday,213,192,5,6,17,15,37,38
75004,1/2/2018,1438,1,weekday,168,166,4,3,7,7,47,48
75004,1/3/2018,1439,2,weekday,202,198,2,2,4,4,39,36
75004,1/4/2018,1320,3,weekday,180,182,3,3,9,8,27,26
75004,1/5/2018,1440,4,weekday,194,203,5,5,16,17,39,39
75004,1/6/2018,1437,5,weekend,307,304,2,2,11,11,62,65
75004,1/7/2018,1440,6,weekend,280,279,3,4,26,25,58,57
75004,1/8/2018,1438,0,weekday,177,179,5,4,21,23,42,42
75004,1/9/2018,1439,1,weekday,213,202,1,1,15,13,38,37
75004,1/10/2018,1440,2,weekday,196,193,6,7,16,16,34,33
75004,1/11/2018,1440,3,weekday,204,208,6,5,15,15,42,42
75004,1/12/2018,1439,4,weekday,168,171,5,5,27,27,30,30
75004,1/13/2018,1440,5,weekend,328,326,5,5,33,34,45,47
75004,1/14/2018,1440,6,weekend,307,310,8,9,41,41,71,69
75004,1/15/2018,1440,0,weekday,182,189,8,8,16,17,39,44
75004,1/16/2018,1440,1,weekday,224,218,4,4,29,28,45,41
75004,1/17/2018,1440,2,weekday,242,237,2,1,36,35,45,44
75004,1/18/2018,1439,3,weekday,237,237,3,3,30,32,87,89
75004,1/19/2018,1440,4,weekday,205,204,5,5,23,22,64,64
75004,1/20/2018,1439,5,weekend,308,315,4,4,24,24,65,63
75004,1/21/2018,1440,6,weekend,251,244,8,8,13,12,52,53
75004,1/22/2018,1440,0,weekday,194,195,8,8,10,10,30,34
75004,1/23/2018,1439,1,weekday,168,166,4,4,12,12,36,30
75004,1/24/2018,1434,2,weekday,186,187,7,7,12,12,38,41
75004,1/25/2018,1398,3,weekday,150,151,4,4,11,11,42,41
75004,1/26/2018,1437,4,weekday,166,167,4,4,10,10,47,51
75004,1/27/2018,1440,5,weekend,293,300,12,13,20,21,86,86
75004,1/28/2018,1440,6,weekend,331,322,4,4,25,24,65,61
75004,1/29/2018,1440,0,weekday,154,161,3,2,5,6,53,54
75004,1/30/2018,1440,1,weekday,136,136,3,3,9,9,30,31
75004,1/31/2018,1440,2,weekday,152,152,6,7,6,5,44,44
75004,2/1/2018,1440,3,weekday,172,170,5,4,9,10,51,50
75004,2/2/2018,1440,4,weekday,166,166,4,5,11,10,34,36
75004,2/3/2018,1438,5,weekend,346,352,9,8,14,14,56,57
75004,2/4/2018,1440,6,weekend,284,280,8,9,9,10,79,75
75004,2/5/2018,1440,0,weekday,146,145,1,0,10,9,49,50
75004,2/6/2018,1439,1,weekday,154,155,4,4,15,15,42,46
75004,2/7/2018,1439,2,weekday,112,113,1,1,4,4,33,30
75004,2/8/2018,1438,3,weekday,179,173,5,5,7,7,61,59
75004,2/9/2018,1439,4,weekday,147,152,3,3,5,5,35,34
75004,2/10/2018,1440,5,weekend,279,269,8,8,14,14,74,77
75004,2/11/2018,1440,6,weekend,247,254,0,1,15,15,65,64
75004,2/12/2018,1440,0,weekday,161,161,5,4,10,13,48,47
75004,2/13/2018,1440,1,weekday,178,174,4,4,14,12,41,42
75004,2/14/2018,1440,2,weekday,173,176,8,10,7,6,47,44
75004,2/15/2018,1437,3,weekday,177,172,5,3,8,8,38,40
75004,2/16/2018,1439,4,weekday,165,169,4,4,9,9,37,38
75004,2/17/2018,1440,5,weekend,260,266,7,7,8,8,70,70
75004,2/18/2018,1438,6,weekend,290,281,6,7,14,15,42,42
75004,2/19/2018,1420,0,weekday,130,136,2,2,11,12,35,33
75004,2/20/2018,1425,1,weekday,152,158,7,6,7,6,27,31
75004,2/21/2018,1440,2,weekday,201,189,3,3,8,7,32,29
75004,2/22/2018,1440,3,weekday,174,177,1,1,7,7,41,41
75004,2/23/2018,1440,4,weekday,177,177,4,5,10,13,42,45
75004,2/24/2018,1396,5,weekend,25,19,1,1,3,0,5,2
75004,2/28/2018,1429,2,weekday,161,166,5,4,11,11,34,35
75004,3/1/2018,1389,3,weekday,153,144,6,6,9,9,34,34
75004,3/2/2018,1440,4,weekday,178,190,6,7,9,9,47,50
75004,3/3/2018,1440,5,weekend,260,257,4,3,16,16,64,61
75004,3/4/2018,1440,6,weekend,191,191,7,7,30,30,45,45
75004,3/5/2018,1440,0,weekday,162,167,3,3,20,20,28,26
75004,3/6/2018,1439,1,weekday,194,190,7,8,25,26,42,45
75004,3/7/2018,1440,2,weekday,182,173,6,5,33,33,42,39
75004,3/8/2018,1439,3,weekday,159,163,9,9,25,24,32,33
75004,3/9/2018,1440,4,weekday,189,191,6,8,34,34,46,47
75004,3/10/2018,1440,5,weekend,330,333,13,12,28,28,63,65
75004,3/11/2018,1440,6,weekend,260,259,12,11,15,15,57,55
75004,3/12/2018,1440,0,weekday,156,152,0,0,5,6,35,34
75004,3/13/2018,1440,1,weekday,135,137,7,7,8,7,28,28
75004,3/14/2018,1440,2,weekday,173,171,7,7,10,12,46,45
75004,3/15/2018,1440,3,weekday,193,188,7,7,18,17,57,57
75004,3/16/2018,1440,4,weekday,217,225,2,2,12,13,56,58
75004,3/17/2018,1440,5,weekend,288,295,9,9,25,25,74,74
75004,3/18/2018,1440,6,weekend,233,221,2,2,30,29,51,48
75004,3/19/2018,1440,0,weekday,147,152,1,2,7,7,45,46
75004,3/20/2018,1440,1,weekday,172,172,1,0,11,10,47,47
75004,3/21/2018,1440,2,weekday,165,171,6,6,12,15,28,29
75004,3/22/2018,1440,3,weekday,177,173,0,0,17,14,47,46
75004,3/23/2018,1440,4,weekday,191,188,8,8,11,12,48,49
75004,3/24/2018,1440,5,weekend,340,338,12,12,17,16,71,71
75004,3/25/2018,1380,6,weekend,277,277,3,3,15,15,63,62
75004,3/26/2018,1439,0,weekday,159,158,4,4,6,6,26,25
75004,3/27/2018,1440,1,weekday,119,123,12,13,4,4,33,35
75004,3/28/2018,1440,2,weekday,180,175,8,7,9,9,33,32
75004,3/29/2018,1440,3,weekday,187,193,3,3,19,19,50,52
75004,3/30/2018,1434,4,weekday,178,175,3,3,8,8,33,33
75004,3/31/2018,1440,5,weekend,224,224,4,4,9,11,53,49
75004,4/1/2018,1440,6,weekend,247,248,3,3,19,18,53,60
75004,4/2/2018,1439,0,weekday,235,243,5,5,15,14,60,57
75004,4/3/2018,1440,1,weekday,181,173,11,12,4,4,36,35
75004,4/4/2018,1440,2,weekday,157,152,10,9,13,14,44,44
75004,4/5/2018,1440,3,weekday,172,174,1,1,15,14,39,39
75004,4/6/2018,1364,4,weekday,171,179,2,2,8,8,33,39
75004,4/7/2018,1318,5,weekend,259,259,8,8,18,18,67,69
75004,4/8/2018,1440,6,weekend,165,167,5,6,10,10,58,57
75004,4/9/2018,1440,0,weekday,144,155,3,2,3,3,34,37
75004,4/10/2018,1440,1,weekday,167,155,8,8,15,16,38,34
75004,4/11/2018,1439,2,weekday,160,160,4,4,10,10,41,44
75004,4/12/2018,1440,3,weekday,157,157,2,2,6,6,45,42
75004,4/13/2018,1439,4,weekday,201,220,3,5,10,11,51,54
75004,4/14/2018,1440,5,weekend,320,318,10,8,20,18,67,69
75004,4/15/2018,1439,6,weekend,273,262,3,4,7,8,71,69
75004,4/16/2018,1440,0,weekday,165,183,3,2,11,11,37,38
75004,4/17/2018,1440,1,weekday,150,127,2,2,9,10,36,32
75004,4/18/2018,1377,2,weekday,185,183,4,4,19,17,45,44
75004,4/19/2018,1203,3,weekday,141,144,3,3,11,10,31,34
75004,4/20/2018,1417,4,weekday,183,192,10,10,7,7,53,52
75004,4/21/2018,1440,5,weekend,260,256,14,15,21,21,70,70
75004,4/22/2018,1440,6,weekend,259,262,9,8,16,16,61,58
75004,4/23/2018,1417,0,weekday,156,145,2,2,6,5,31,31
75004,4/24/2018,1439,1,weekday,131,134,2,2,15,16,32,37
75004,4/25/2018,1440,2,weekday,140,137,8,8,21,20,38,35
75004,4/26/2018,1440,3,weekday,139,138,14,14,16,20,40,40
75004,4/27/2018,1440,4,weekday,157,167,1,1,9,6,26,26
75004,4/28/2018,1440,5,weekend,261,257,11,11,18,17,42,44
75004,4/29/2018,1440,6,weekend,263,266,7,7,10,10,49,48
75004,4/30/2018,1440,0,weekday,208,210,6,6,7,7,50,50
75004,5/1/2018,1440,1,weekday,245,242,7,7,16,17,56,55
75004,5/2/2018,1440,2,weekday,169,168,2,2,8,7,47,47
75004,5/3/2018,1439,3,weekday,163,159,1,1,12,12,49,48
75004,5/4/2018,1435,4,weekday,158,167,7,7,6,7,39,43
75004,5/5/2018,1440,5,weekend,344,341,4,6,23,23,120,118
75004,5/6/2018,1439,6,weekend,277,272,7,5,17,16,65,66
75004,5/7/2018,1437,0,weekday,168,179,4,4,18,19,39,39
75004,5/8/2018,1425,1,weekday,293,285,7,8,14,13,75,75
75004,5/20/2018,1440,6,weekend,185,179,11,10,10,10,42,39
75004,5/21/2018,1440,0,weekday,230,233,7,7,40,43,46,47
75004,5/22/2018,1438,1,weekday,177,196,5,6,50,50,36,40
75004,5/23/2018,1174,2,weekday,146,136,7,6,27,23,38,34
75004,5/24/2018,1436,3,weekday,167,165,4,4,12,11,51,50
75004,5/25/2018,1440,4,weekday,199,208,3,4,11,12,51,55
75004,5/26/2018,1440,5,weekend,334,332,9,8,13,13,77,74
75004,5/27/2018,1440,6,weekend,291,288,9,11,30,30,51,51
75004,5/28/2018,1440,0,weekday,141,143,2,0,8,7,30,29
75004,5/29/2018,1439,1,weekday,173,168,5,5,6,7,35,36
75004,5/30/2018,1440,2,weekday,140,143,4,4,7,8,36,36
75004,5/31/2018,1411,3,weekday,185,180,4,4,13,13,36,37
75004,6/1/2018,1440,4,weekday,148,153,11,11,16,14,38,38
75004,6/2/2018,1440,5,weekend,297,300,10,10,13,14,65,65
75004,6/3/2018,1440,6,weekend,294,290,4,4,20,19,53,52
75004,6/4/2018,1440,0,weekday,178,175,5,7,15,15,36,35
75004,6/5/2018,1439,1,weekday,167,169,7,5,8,8,45,45
75004,6/6/2018,1440,2,weekday,165,163,3,3,17,17,46,48
75004,6/7/2018,1439,3,weekday,196,195,1,2,14,14,39,35
75004,6/8/2018,1438,4,weekday,227,230,6,5,5,5,47,51
75004,6/9/2018,1440,5,weekend,278,278,15,15,16,16,60,61
75004,6/10/2018,1440,6,weekend,287,288,9,9,17,17,57,55
75004,6/11/2018,1440,0,weekday,149,153,8,9,21,22,35,34
75004,6/12/2018,1439,1,weekday,168,167,1,0,45,44,23,24
75004,6/13/2018,1440,2,weekday,144,142,4,5,14,14,29,28
75004,6/14/2018,1439,3,weekday,155,161,5,4,8,8,35,38
75004,6/15/2018,1440,4,weekday,189,188,8,8,12,13,48,46
75004,6/16/2018,1440,5,weekend,370,376,2,2,15,14,65,65
75004,6/17/2018,1440,6,weekend,313,303,5,5,11,11,63,63
75004,6/18/2018,1440,0,weekday,178,188,2,2,9,10,29,31
75004,6/19/2018,1370,1,weekday,18,13,0,1,1,1,3,0
75005,1/1/2018,1440,0,weekday,280,283,6,6,15,15,63,63
75005,1/2/2018,1438,1,weekday,257,257,5,4,7,10,57,57
75005,1/3/2018,1439,2,weekday,280,269,5,4,17,16,76,78
75005,1/4/2018,1320,3,weekday,217,220,4,5,18,20,56,57
75005,1/5/2018,1440,4,weekday,260,252,3,3,14,12,63,60
75005,1/6/2018,1437,5,weekend,397,407,7,6,28,29,111,113
75005,1/7/2018,1440,6,weekend,365,356,34,35,16,14,92,88
75005,1/8/2018,1438,0,weekday,286,285,6,5,16,17,61,63
75005,1/9/2018,1439,1,weekday,298,292,6,7,13,12,67,65
75005,1/10/2018,1440,2,weekday,264,270,4,3,10,12,79,83
75005,1/11/2018,1440,3,weekday,299,295,17,18,13,12,78,74
75005,1/12/2018,1439,4,weekday,321,333,31,32,12,11,78,83
75005,1/13/2018,1440,5,weekend,490,476,12,10,22,25,110,108
75005,1/14/2018,1440,6,weekend,427,433,9,9,24,24,79,76
75005,1/15/2018,1440,0,weekday,245,256,6,7,13,10,51,51
75005,1/16/2018,1440,1,weekday,308,302,9,8,22,23,83,86
75005,1/17/2018,1440,2,weekday,321,311,6,6,15,17,88,83
75005,1/18/2018,1439,3,weekday,269,266,10,10,19,17,71,74
75005,1/19/2018,1440,4,weekday,331,343,11,11,15,15,103,107
75005,1/20/2018,1439,5,weekend,451,456,13,15,28,31,142,144
75005,1/21/2018,1440,6,weekend,363,372,14,12,36,36,115,114
75005,1/22/2018,1440,0,weekday,339,329,5,5,20,19,83,83
75005,1/23/2018,1439,1,weekday,290,291,6,6,14,11,68,70
75005,1/24/2018,1434,2,weekday,319,308,3,3,18,18,97,93
75005,1/25/2018,1398,3,weekday,265,267,12,14,16,18,105,105
75005,1/26/2018,1437,4,weekday,317,301,16,14,12,12,110,106
75005,1/27/2018,1440,5,weekend,416,429,4,5,27,26,113,115
75005,1/28/2018,1440,6,weekend,449,467,5,5,25,28,121,122
75005,1/29/2018,1440,0,weekday,293,290,8,7,14,13,92,90
75005,1/30/2018,1440,1,weekday,330,305,23,23,20,18,81,80
75005,1/31/2018,1440,2,weekday,319,329,4,4,18,17,96,98
75005,2/1/2018,1440,3,weekday,296,288,3,4,16,16,86,85
75005,2/2/2018,1440,4,weekday,306,321,13,12,12,12,90,90
75005,2/3/2018,1438,5,weekend,475,466,10,10,26,27,134,139
75005,2/4/2018,1440,6,weekend,348,358,9,10,22,21,109,107
75005,2/5/2018,1440,0,weekday,270,278,20,22,17,18,84,88
75005,2/6/2018,1439,1,weekday,319,306,15,12,16,15,81,77
75005,2/7/2018,1439,2,weekday,228,222,7,8,5,9,64,63
75005,2/8/2018,1438,3,weekday,265,277,6,5,18,16,70,72
75005,2/9/2018,1439,4,weekday,288,295,4,4,21,20,64,68
75005,2/10/2018,1440,5,weekend,446,438,6,6,34,34,140,136
75005,2/11/2018,1440,6,weekend,343,344,6,8,21,22,130,128
75005,2/12/2018,1440,0,weekday,230,249,7,5,20,21,75,81
75005,2/13/2018,1440,1,weekday,331,310,9,10,19,18,94,94
75005,2/14/2018,1440,2,weekday,324,313,14,14,11,9,73,69
75005,2/15/2018,1437,3,weekday,303,299,11,11,12,12,79,74
75005,2/16/2018,1439,4,weekday,304,311,4,3,9,10,85,89
75005,2/17/2018,1440,5,weekend,342,355,8,9,14,17,120,126
75005,2/18/2018,1438,6,weekend,355,362,3,4,20,20,99,95
75005,2/19/2018,1420,0,weekday,267,262,15,13,15,15,61,61
75005,2/20/2018,1425,1,weekday,266,255,6,7,20,19,82,78
75005,2/21/2018,1440,2,weekday,269,257,15,15,24,23,71,68
75005,2/22/2018,1440,3,weekday,245,267,4,5,23,22,80,84
75005,2/23/2018,1440,4,weekday,256,264,20,20,20,19,74,77
75005,2/24/2018,1396,5,weekend,37,16,2,1,0,0,10,4
75005,2/28/2018,1429,2,weekday,258,250,4,3,22,24,83,84
75005,3/1/2018,1389,3,weekday,245,240,8,8,19,16,82,82
75005,3/2/2018,1440,4,weekday,253,290,11,12,9,10,78,82
75005,3/3/2018,1440,5,weekend,401,379,17,18,18,21,128,130
75005,3/4/2018,1440,6,weekend,344,343,13,13,23,21,110,107
75005,3/5/2018,1440,0,weekday,297,312,11,9,20,21,99,102
75005,3/6/2018,1439,1,weekday,321,312,6,6,32,30,94,92
75005,3/7/2018,1440,2,weekday,299,287,12,14,20,20,97,96
75005,3/8/2018,1439,3,weekday,254,261,12,10,34,33,99,96
75005,3/9/2018,1440,4,weekday,304,308,3,4,12,13,100,105
75005,3/10/2018,1440,5,weekend,407,401,16,16,20,20,129,129
75005,3/11/2018,1440,6,weekend,396,405,18,19,14,14,98,97
75005,3/12/2018,1440,0,weekday,282,284,9,7,18,17,81,82
75005,3/13/2018,1440,1,weekday,278,260,14,16,17,18,69,64
75005,3/14/2018,1440,2,weekday,281,287,7,5,31,30,97,96
75005,3/15/2018,1440,3,weekday,271,266,5,5,12,13,79,76
75005,3/16/2018,1440,4,weekday,276,283,7,7,27,26,86,90
75005,3/17/2018,1440,5,weekend,395,413,10,11,18,20,128,138
75005,3/18/2018,1440,6,weekend,345,337,4,3,15,14,118,111
75005,3/19/2018,1440,0,weekday,247,242,6,6,8,9,89,84
75005,3/20/2018,1440,1,weekday,276,298,3,4,22,21,82,89
75005,3/21/2018,1440,2,weekday,325,309,7,6,21,22,106,106
75005,3/22/2018,1440,3,weekday,292,293,8,8,18,16,115,111
75005,3/23/2018,1440,4,weekday,310,293,11,11,8,9,101,97
75005,3/24/2018,1440,5,weekend,384,398,15,16,25,25,119,124
75005,3/25/2018,1380,6,weekend,369,375,8,7,27,30,117,118
75005,3/26/2018,1439,0,weekday,232,220,6,6,15,11,86,80
75005,3/27/2018,1440,1,weekday,287,290,7,7,19,19,96,101
75005,3/28/2018,1440,2,weekday,290,295,2,3,10,11,84,89
75005,3/29/2018,1440,3,weekday,296,288,6,5,21,22,102,99
75005,3/30/2018,1434,4,weekday,318,313,4,4,22,21,94,92
75005,3/31/2018,1440,5,weekend,315,316,4,4,18,19,89,88
75005,4/1/2018,1440,6,weekend,306,342,8,9,19,21,95,103
75005,4/2/2018,1439,0,weekday,309,298,10,10,14,12,107,105
75005,4/3/2018,1440,1,weekday,300,286,8,8,22,22,92,89
75005,4/4/2018,1440,2,weekday,314,292,8,7,22,21,97,92
75005,4/5/2018,1440,3,weekday,294,312,5,5,12,11,93,93
75005,4/6/2018,1364,4,weekday,283,300,4,4,25,27,100,107
75005,4/7/2018,1318,5,weekend,412,426,10,9,21,21,135,144
75005,4/8/2018,1440,6,weekend,373,363,9,8,26,26,119,109
75005,4/9/2018,1440,0,weekday,266,287,7,7,14,15,95,106
75005,4/10/2018,1440,1,weekday,287,289,6,6,18,17,78,76
75005,4/11/2018,1439,2,weekday,321,309,8,8,21,20,104,102
75005,4/12/2018,1440,3,weekday,279,260,10,11,21,23,122,116
75005,4/13/2018,1439,4,weekday,302,320,11,10,19,19,103,110
75005,4/14/2018,1440,5,weekend,377,382,5,7,18,20,133,134
75005,4/15/2018,1439,6,weekend,341,340,11,10,28,26,110,106
75005,4/16/2018,1440,0,weekday,257,259,6,6,14,12,90,87
75005,4/17/2018,1440,1,weekday,262,250,17,18,17,19,73,71
75005,4/18/2018,1377,2,weekday,292,286,7,6,19,18,73,75
75005,4/19/2018,1203,3,weekday,261,250,11,10,21,20,81,72
75005,4/20/2018,1417,4,weekday,306,314,13,11,12,12,76,78
75005,4/21/2018,1440,5,weekend,353,349,12,12,19,21,108,107
75005,4/22/2018,1440,6,weekend,312,301,4,4,35,32,93,87
75005,4/23/2018,1417,0,weekday,189,199,5,6,15,16,72,75
75005,4/24/2018,1439,1,weekday,241,242,7,7,13,13,63,63
75005,4/25/2018,1440,2,weekday,261,245,8,7,21,24,73,69
75005,4/26/2018,1440,3,weekday,237,235,12,12,14,10,64,68
75005,4/27/2018,1440,4,weekday,253,260,9,9,11,12,65,68
75005,4/28/2018,1440,5,weekend,312,338,8,11,11,10,84,91
75005,4/29/2018,1440,6,weekend,299,294,6,3,21,23,88,81
75005,4/30/2018,1440,0,weekday,307,298,3,4,27,27,85,88
75005,5/1/2018,1440,1,weekday,347,338,11,10,20,18,112,107
75005,5/2/2018,1440,2,weekday,297,303,1,3,21,23,98,98
75005,5/3/2018,1439,3,weekday,257,248,8,6,24,24,81,81
75005,5/4/2018,1435,4,weekday,283,281,6,6,21,20,100,94
75005,5/5/2018,1440,5,weekend,340,364,9,9,24,26,116,128
75005,5/6/2018,1439,6,weekend,355,346,7,9,37,35,123,119
75005,5/7/2018,1437,0,weekday,273,266,5,3,16,15,81,81
75005,5/8/2018,1425,1,weekday,268,284,9,12,8,9,82,82
75005,5/20/2018,1440,6,weekend,209,206,13,10,12,11,62,65
75005,5/21/2018,1440,0,weekday,290,289,3,3,18,23,102,102
75005,5/22/2018,1438,1,weekday,296,270,4,5,20,15,82,77
75005,5/23/2018,1174,2,weekday,197,199,9,8,12,11,72,62
75005,5/24/2018,1436,3,weekday,242,249,12,11,29,31,112,116
75005,5/25/2018,1440,4,weekday,317,316,8,9,16,13,111,111
75005,5/26/2018,1440,5,weekend,403,405,13,12,25,25,136,137
75005,5/27/2018,1440,6,weekend,364,362,8,8,20,22,105,103
75005,5/28/2018,1440,0,weekday,289,305,4,4,10,10,84,86
75005,5/29/2018,1439,1,weekday,325,311,10,10,20,20,103,103
75005,5/30/2018,1440,2,weekday,296,301,10,10,23,21,77,73
75005,5/31/2018,1411,3,weekday,309,287,11,12,15,15,92,93
75005,6/1/2018,1440,4,weekday,299,299,10,9,22,23,96,102
75005,6/2/2018,1440,5,weekend,369,405,10,10,19,19,103,101
75005,6/3/2018,1440,6,weekend,395,369,7,9,27,30,99,96
75005,6/4/2018,1440,0,weekday,238,250,11,10,20,17,76,75
75005,6/5/2018,1439,1,weekday,288,294,8,7,17,17,91,92
75005,6/6/2018,1440,2,weekday,330,313,4,4,20,20,76,85
75005,6/7/2018,1439,3,weekday,252,252,5,6,19,18,63,54
75005,6/8/2018,1438,4,weekday,303,303,7,7,11,11,83,84
75005,6/9/2018,1440,5,weekend,412,411,7,6,17,19,110,109
75005,6/10/2018,1440,6,weekend,363,379,4,6,21,22,100,103
75005,6/11/2018,1440,0,weekday,333,333,9,8,20,19,101,100
75005,6/12/2018,1439,1,weekday,301,298,6,5,16,16,93,96
75005,6/13/2018,1440,2,weekday,335,317,9,9,26,24,99,88
75005,6/14/2018,1439,3,weekday,287,297,4,4,23,28,89,96
75005,6/15/2018,1440,4,weekday,312,316,9,9,42,40,100,97
75005,6/16/2018,1440,5,weekend,376,378,5,6,33,33,126,129
75005,6/17/2018,1440,6,weekend,355,371,7,6,26,24,94,95
75005,6/18/2018,1440,0,weekday,299,284,15,15,8,11,77,73
75005,6/19/2018,1370,1,weekday,29,17,0,0,5,2,5,4
75006,1/1/2018,1440,0,weekday,215,197,1,0,18,17,34,31
75006,1/2/2018,1438,1,weekday,190,192,7,7,12,13,34,38
75006,1/3/2018,1439,2,weekday,208,207,3,3,19,19,30,25
75006,1/4/2018,1320,3,weekday,176,179,3,3,10,8,32,30
75006,1/5/2018,1440,4,weekday,262,261,9,11,9,9,49,45
75006,1/6/2018,1437,5,weekend,365,363,15,13,30,32,67,69
75006,1/7/2018,1440,6,weekend,303,310,8,8,22,20,44,45
75006,1/8/2018,1438,0,weekday,197,188,4,4,11,11,39,36
75006,1/9/2018,1439,1,weekday,231,229,10,10,6,6,34,37
75006,1/10/2018,1440,2,weekday,243,250,1,2,16,17,44,44
75006,1/11/2018,1440,3,weekday,215,209,8,7,17,17,41,40
75006,1/12/2018,1439,4,weekday,280,284,9,9,8,7,49,48
